ticker,field,value
005250 KS,CIE_DES,"Green Cross Holdings Corporation is a holding company, which operates pharmaceutical, biotechnology, distribution system, life insurance, and healthcare entities.  The Company also invests in biotechnology venture capital and markets medical research information."
005300 KS,CIE_DES,"Lotte Chilsung Beverage Co., Ltd. manufactures alcoholic and non-alcoholic beverages such as carbonic acid drinks, fruit juices, soybean drinks, teas, and traditional health beverages."
034730 KS,CIE_DES,"SK Inc. operates as a holdings company that is engaged in various ind ustries including energy, chemicals, information technology, semiconductors, mar keting, and services businesses in South Korea and internationally."
035250 KS,CIE_DES,"Kangwon Land, Inc. is a casino and hotel services provider located in the Kangwon province area of South Korea. The Company develops abandoned mines and builds gaming and entertainment facilities.  Kangwon Land operates a number of game tables and slot machines for domestic and international customers under its gaming licenses."
035420 KS,CIE_DES,"NAVER Corporation provides Internet site with web portal services, such as search engine, online game, and content development. The Company also offers online marketing service through banner advertisement and e-commerce services. NAVER serves customers worldwide."
035720 KS,CIE_DES,"Kakao Corp. provides Internet portal services such as news, free e-mail, and leisure information.  The Company also offers cross-platform mobile messaging application that allows users to exchange messages."
036460 KS,CIE_DES,"Korea Gas Corporation manufactures, wholesales, and distributes liquefied natural gas (LNG) and liquefied petroleum gas (LPG) throughout South Korea. The Company also constructs and operates LNG receiving terminals and supplying networks for domestic distribution.  Korea Gas invests in LNG suppliers in Oman and Qatar."
036570 KS,CIE_DES,"NCSoft Corporation develops and markets on-line games that enable users to play over the Internet and computer software, such as web editing software. The Company also designs and constructs databases, Intranet, and commercial Internet access systems."
039130 KS,CIE_DES,"Hana Tour Service, Inc. wholesales a variety of travel related services. The Company provides outbound, inbound and domestic travel packages and cooperates with credit card companies and Internet shopping malls to market its services. Hana Tour Service also works as general sales agency (GSA) of overseas cruise and rail passes."
039490 KS,CIE_DES,"KIWOOM Securities Co., Ltd. is an online financial institution.  The Company offers equity and fixed income securities brokerage, dealing, and underwriting services.  Kiwoom Securities provides its services to individual investors."
042660 KS,CIE_DES,"Hanwha Ocean Co., Ltd. operates as a shipbuilding and offshore company. The Company provides floating structure construction, steel wire drying, commercial vessels, specialty vessels, gas carrier, tanker, containership, ro ro, bulk carrier, submarine, warship, auxiliaries, cruise ships, and ferries manufacturing services. Hanwha Ocean also offers onshore plants services."
042670 KS,CIE_DES,"HD Hyundai Infracore Co., Ltd. manufactures and distributes construction equipment. The Company produces diesel and gas engines, excavators, wheel loaders, articulated dump trucks, and other related products. HD Hyundai Infracore markets its products worldwide."
029780 KS,CIE_DES,"Samsung Card Co., Ltd. offers credit card services such as issuing cards, one time payments, installments, and cash advance services. The Company also provides other financial services such as leasing and loan services."
030000 KS,CIE_DES,"Cheil Worldwide Inc. provides a wide range of marketing services such as new product development and advertisement, brand management, advertising budget analysis, and advertising effectiveness evaluation.  The Company also creates, prints, publishes, and produces promotional and advertising materials."
030200 KS,CIE_DES,"KT Corporation operates as an integrated telecom and digital platform service provider. The Company offers principal services include mobile, Broadband, IPTV, B2B communications and fixed-line telephony. KT also through subsidiaries operates media content production, financial, real estate development and commerce."
031430 KS,CIE_DES,Shinsegae International Inc was spun off from Shinsegae in 1996.  The company imports and distributes famous foreign brands and manufactures/distribut es domestic brand.  The Company's line of business includes the wholesale distribution of men's and women's apparel.
032350 KS,CIE_DES,"Lotte Tour Development Co., Ltd. provides various tour package service. The Company franchises travel agencies, offers home-based travel businesses, and provides leisure-travel information.  The Company also engages in property development and building management and operates duty-free shop business."
032640 KS,CIE_DES,"LG Uplus Corp., an affiliate of LG Group, provides a wide range of personal communications services (PCS) using code division multiple access (CDMA) technology.  The Company offers call forwarding, call and data transfer, call waiting, voice mail, Internet-phone, prepaid call, and authentication text-to-speech (TTS) services."
032830 KS,CIE_DES,"Samsung Life Insurance Co., Ltd. provides insurance services. The Company offers life and health insurance services. Samsung Life Insurance serves customers in South Korea."
033780 KS,CIE_DES,"KT&G Corporation processes, produces, and sells cigarettes and other tobacco products. The Company, through its subsidiaries, manufactures ginseng products such as red ginseng tea and herbal medicines. KT&G is also involved in real estate development of its former factory sites."
034020 KS,CIE_DES,"Doosan Enerbility Co., Ltd. manufactures and distributes construction machines. The Company produces gas turbines, engines, turbine generators, boilers, power plant equipment, and other related products. Doosan Enerbility also offers energy solutions for thermal power, nuclear power, and renewable energy."
034220 KS,CIE_DES,"LG Display Co., Ltd. develops and manufactures digital display products. The Company's products include thin film transistor-liquid crystal displays (TFT-LCD) for notebook and desktop computer monitors, TVs, mobile phones, and medical equipment."
047040 KS,CIE_DES,"Daewoo Engineering & Construction Co., Ltd. is a general engineering constructor.  The Company's projects include architectural works, such as commercial buildings, public facilities, schools, hospitals, and civil works, such as highways, ports, tunnels, railways, and dams.  Daewoo Engineering & Construction also constructs power plants, and residential buildings."
047050 KS,CIE_DES,"Posco International Corporation operates as a general trading company.  The Company exports and imports steel, cement, crude oil, heavy machinery, automobile parts, and textiles. Posco International also manufactures synthetic fabrics for footwear, garments, and car seats."
047810 KS,CIE_DES,"Korea Aerospace Industries, Ltd. designs and produces aircraft parts including fixed wings for aircrafts and rotary wings for helicopters. The Company also engages in aircraft upgrade and modification business, as well as satellite development services."
051600 KS,CIE_DES,"KEPCO Plant Service & Engineering Co., Ltd. provides maintenance services for power plants and industrial plants.  The Company's main service areas are turbine maintenance, generator and motor maintenance, pump maintenance, and boiler maintenance."
051900 KS,CIE_DES,"LG H&H Co., Ltd. manufactures and distributes cosmetics. The Company produces whoo, o hui, sum 37, basic cosmetics, color cosmetics, and other related products. LG H&H also produces toothpaste, soap, detergents, healthy, personal care, and refreshing products."
051910 KS,CIE_DES,"LG Chem Ltd. is a chemical manufacturer. The Company's products include petrochemicals, plastic resins, and engineering plastics. LG Chem also produces industrial and electronic materials."
052690 KS,CIE_DES,"KEPCO Engineering & Construction Company, Inc. designs nuclear and conventionally-fueled electricity generating plants.  The Company also provides power plant engineering services and consulting services to power industry."
055550 KS,CIE_DES,"Shinhan Financial Group Co., Ltd., a holding company, provides a full range of consumer and commercial banking-related financial services. The Company main businesses include banking, securities brokerage, trust banking, and assets management to individuals, businesses, and other financial institutions."
057050 KS,CIE_DES,"Hyundai Home Shopping Network Corporation  mechandises consumer products. The Company's products include clothes, home appliances, food, and luxuries. Hyundai Home Shopping retails through TV home shoppoing channels, catalogs, and the Inte rnet shopping mall."
064350 KS,CIE_DES,"Hyundai Rotem Company Ltd. manufactures railroad equipment and defense vehicles. The Company produces high-speed trains, light rail vehicles, locomotives, and passenger coaches, main battle tanks, armored recovery vehicles, and related defense equipment. Hyundai Rotem operates worldwide."
001800 KS,CIE_DES,"Orion Holdings Corp. manufactures snacks products. The Company produces and sells candies, gums, chocolates, pies, and other products. Orion Holdings also develops smart systems. Orion Holdings serves customers worldwide."
002380 KS,CIE_DES,"KCC Corporation manufactures paint and related product, building materials such as cement corrugated sheet, glass wool mat, and board and pipe cover, PVC window profile, paints, and ceramic fiber for high temperature applications. The Company also produces various glasses such as glass fiber, float glass, patterned glass, safety tempered glass, and long glass fibers."
002790 KS,CIE_DES,"AMOREPACIFIC Group is an investment holding company. The Company, through its subsidiaries, produce cosmetics and toiletries."
003090 KS,CIE_DES,"Daewoong Co., Ltd. is a investment holding company which operates biotechnology, marketing system, and healthcare entities.  The Company also invests and develops over-the-counter drugs (OTC)."
003230 KS,CIE_DES,"Samyang Foods Co., Ltd. manufactures instant and processed food products, such as noodles, snacks, cooking oil, and feed.  The Company also produces dairy goods including milk, cheese, and ice cream."
003240 KS,CIE_DES,"Taekwang Industrial Co., Ltd. manufactures synthetic yarns, petrochemical products, and textiles.  The Company's products include acrylic yarns, nylons, spandex, carbon fibers, spun yarns, polyester materials, and blankets.  Taekwang also produces electric equipment, such as audio equipment, and cordless telephones.  In addition, The Company operates real estate business."
003410 KS,CIE_DES,"SSANGYONG C&E. Co.,Ltd. produces cement and ready-mixed concrete. The Company also manufactures fine ceramics for industrial uses and ferrite magnets for components used in audio equipment. SSANGYONG C&E also develops housing, plant engineering, environmental resources, and leisure businesses."
003490 KS,CIE_DES,"Korean Air Lines Co., Ltd. operates air transportation services.  The Company's services include passenger and cargo transportation, aircraft maintenance, and air catering.  Korean Air Lines provides domestic and international airline services."
003550 KS,CIE_DES,"LG Corp. is a holding company, which operates subsidiaries including LG Electronics, LG Household & Health Care, LG Chem Ltd., and Dacom Corp. The Company's main business areas are electronics, chemicals, and household products manufacturing and telecommunications services."
003670 KS,CIE_DES,"Posco Future M Co., Ltd. manufactures and distributes energy materials. The Company produces battery materials, advanced chemical materials, basic industrial materials, and other related products. Posco Future M also produces lime chemical and refractory products."
086280 KS,CIE_DES,"Hyundai Glovis Co., Ltd. provides domestic and international logistic services. The Company's services include domestic transportation, storage, packaging, vehicle logistic, and logistic consulting. Hyundai Glovis also runs automobile auction market for used vehicle."
086790 KS,CIE_DES,"Hana Financial Group Inc., in accordance with Financial Holding Companies Act, was established on December 1, 2005, through stock transfer with the former shareholders of its subsidiaries in order to provide management services and financing to associated companies."
088350 KS,CIE_DES,"Hanwha Life Insurance Co., Ltd. offers life insurance services and reinsurance services. The Company also operates property and casualty insurance, beverages business, real estate rental, and securities investment business through its subsidiaries. Hanwha Life Insurance serves customers in South Korea."
090430 KS,CIE_DES,"Amorepacific Corporation develops, manufactures, and exports skin care, make-up, and fragrance products. The Company also produces and markets personal care and health-related products, such as shampoos, soaps, toothpastes, and health teas. Amorepacific markets its products worldwide."
093370 KS,CIE_DES,"Foosung Co., Ltd. manufactures and sells chemical compounds and also car accessories such as car mats."
096770 KS,CIE_DES,"SK Innovation Co., Ltd. refines, markets, and distributes oil. The Company produces gasoline, kerosene, liquefied petroleum gas, and diesel oil, as well as manufactures petrochemical products, including paraxylene, synthetic resins, styrene monomer, and ethylene. SK Innovation serves clients globally."
097950 KS,CIE_DES,"CJ CheilJedang Corporation manufactures processed food products. The Company's products include refined sugar, monosodium glutamate (MSG), condiment, wheat powder, flour, cooking oil, processed meats, and animal feed. CJ CheilJedang also manufactures pharmaceutical and household products."
103140 KS,CIE_DES,"Poongsan Corporation manufactures non-ferrous metal and defense-related products.  The Company also makes coin blanks, cans, stainless steel strips, lead frame alloys, tin plated strips, bars, and rods & wires.  It also produces precision products such as lead frames for semiconductors, machinery, and dies & gauges."
105560 KS,CIE_DES,"KB Financial Group Inc. (the ""Company""), in accordance with Financial Holding Companies Act, was established on September 29, 2008, through stock transfer with the former shareholders of its subsidiaries including Kookmin Bank in order to provide management services and financing to associated companies. The headquarters are located at Seoul, Korea"
105630 KS,CIE_DES,"Hansae Co., Ltd manufactures and exports apparels through Original Equipment Manufacturing methods.  The Company mainly distributes its garments to North America."
000810 KS,CIE_DES,"Samsung Fire & Marine Insurance Co., Ltd. provides insurance services. The Company offers auto, fire, marine, casualty, health, leisure, and retirement products and services. Samsung Fire & Marine Insurance serves customers in South Korea."
000880 KS,CIE_DES,"Hanwha Corporation imports and exports petrochemicals, machinery, automotives, electronics, and steel.  The Company also produces explosives for the defense and construction industries.  In addition, Hanwha manufactures automotive airbag inflators and telecommunication equipment, such as wireless phones and provides financial services through its subsidiaries."
000990 KS,CIE_DES,"DB HiTek Co., Ltd. manufactures and distributes semiconductor products. The Company produces cosf efficient cmos image sensor, lcd driver ic devices, and other related products. DB HiTek markets its products worldwide."
001040 KS,CIE_DES,"CJ Corporation operates as an investment holding company. The Company, through its subsidiaries, manufactures and distributes processed food products. CJ also operates bio business, television home shopping, global K-Pop broadcasting station, logistics business, movie theater, and other businesses."
001120 KS,CIE_DES,"LX INTERNATIONAL CORP. is a commodity trading and mining company.  The Company develops and trades coal, oil, gas, non-ferrous metals, palm oil, and renewable energy. LX INTERNATIONAL also trades IT related component/equipment, petrochemical and steel product."
001230 KS,CIE_DES,"Dongkuk Holdings Co.,Ltd. manufactures and distributes steel products.  The Company produces thick plate, reinforcing bar, steel plate, section steel, angle, channel, flat iron, and other related products. Dongkuk Holdings markets its products throughout South Korea."
001440 KS,CIE_DES,"Taihan Electric Wire Co., Ltd. manufactures a wide range of cables and wires, such as power, communications, copper rod, and enameled cables and wires.  The Company also produces stainless steel sheets and aluminum products including coils, sheets, and plates.  In addition, Taihan Electric offers information and communications equipment, such as optical transmission and network systems."
001450 KS,CIE_DES,"Hyundai Marine & Fire Insurance Co., Ltd. (HDMF) is a property and casualty insurer.  The Company's products include auto, fire, marine, general liability, leisure, travel, pension, and medical insurances."
001680 KS,CIE_DES,"Daesang Corporation manufactures food seasonings, fermentations, sweeteners, starches, coffee, fodder, and bulk pharmaceutical ingredients.  The Company also constructs commercial buildings, infrastructures, and environmental facilities."
001740 KS,CIE_DES,"SK Networks Co., Ltd. operates as a mobile device distributor. The Company markets mobile phones and in circuit tester devices. SK Networks also conducts integrated logistics businesses, energy and chemical, steel and automotive product global trading, car rentals and maintenance, and other businesses."
011070 KS,CIE_DES,"LG Innotek Co., Ltd. develops and produces cellular phone parts such as mini vibration motors, LCD modules, light emitting diode (LED), camera modules, protection circuit modules. The Company also manufactures liquid crystal displays (LCD) and plasma display panels (PDP) parts such as inverters, intelligent power modules, multi chip modules, and tuners."
011170 KS,CIE_DES,"Lotte Chemical Corporation manufactures a wide range of petrochemical products such as high density polyethylene, polypropylene, and ethylene glycol. The Company's products are used in manufacturing general housewares, pipes, films, fabrics, bottles, containers, and automotive parts."
011200 KS,CIE_DES,"HMM Company Limited provides container shipping services. The Company offers bulk shipping, marine freight transportation, sea freight water transport, and other related services. HMM also offers courier, express, and tourism development services."
011210 KS,CIE_DES,"Hyundai Wia Corporation manufactures automobile parts. The Company also produces machine tools, robots, presses, industrial machinery, and aircraft parts."
011780 KS,CIE_DES,"Kumho Petrochemical Co., Ltd. manufactures synthetic rubbers, synthetic resins, and rubber chemicals.  The Company's products include styrene butadiene, acrylonitrile butadiene, polystyrene, expandable polystyrene, and antioxidant.  Kumho Petrochemical provides construction, transportation, and financial services through its subsidiaries."
011790 KS,CIE_DES,"SKC Co., Ltd. manufactures a variety of films, including polyester films, silicon coated films, and inkjet films.  The Company also produces chemical products, such as propylene oxide, propylene glycol, and styrene monomer. In addition, SKC provides materials for photovoltaic."
012330 KS,CIE_DES,"Hyundai Mobis Co., Ltd. manufactures and markets automotive parts and equipment such as automotive service components, modules, and systems. The Company also contracts environmental projects including sewage treatment plant and industrial waste water treatment plant construction."
012450 KS,CIE_DES,"Hanwha Aerospace Co., Ltd. operates as an aircraft parts manufacturing company. The Company produces and sells aircraft gas turbine engine products, aircraft compressors, low pressure turbines, and other products. Hanwha Aerospace markets its products worldwide."
012750 KS,CIE_DES,"S1 Corporation provides security systems services.  The Company installs, maintains, and sells a variety of security systems used in households, businesses, financial institutions, and automobiles.  S1 also provides guarding services, systems integration services, structural safety diagnosis services."
013890 KS,CIE_DES,"Zinus Inc. wholesales and distributes household furniture. The Company wholesales and distributes bed frames, sofas, platform beds, mattresses, and other related products. Zinus markets its products worldwide."
284740 KS,CIE_DES,"Cuckoo Homesys Co. Ltd. manufactures kitchen appliances. The Company produces and sells electric pressure cookers, dishwashers, blenders, water purifiers, and other products. Cuckoo Homesys also provides kitchen appliances exporting services. Cuckoo Homesys markets its products worldwide."
285130 KS,CIE_DES,"SK Chemicals Co.,Ltd manufactures environmentally friendly materials. The Company produces and sells composites, high-performance materials, energy saving materials, and other products. SK Chemicals also offers total healthcare solutions services. SK Chemicals serves customers worldwide."
294870 KS,CIE_DES,"HDC Hyundai Development Co-Engineering & Construction offers construction services. The Company builds factories, office and retail buildings, hotels, and warehouses. HDC Hyundai Development Co-Engineering & Construction provides its services throughout Korea."
298020 KS,CIE_DES,"Hyosung TNC Corp manufactures and distributes fiber products. The Company   prod uces nylon, polyester yarns, fabrics, and other related products. Hyosung   TNC also trades steel and chemicals."
298050 KS,CIE_DES,"Hyosung Advanced Materials Corporation operates as an advanced materials production company. The Company manufactures and sells high-strength industrial yarns, fabric, steel wire materials, and other products. Hyosung Advanced Materials markets its products worldwide."
300720 KS,CIE_DES,"Hanil Cement Co.,Ltd. operates as a cement manufacturing company. The Company produces and sells cement, special cement, ready mixed concrete products, high solidity admixture, and other products. Hanil Cement markets its products throughout South Korea."
302440 KS,CIE_DES,"SK Bioscience Co.,Ltd. operates biopharmaceutical businesses. The Company produces vaccines, sky cellflu prefilled syringes, sky cellflu quadrivalent prefilled syringes, varicella drugs, and other related products. SK Bioscience markets its products throughout South Korea."
316140 KS,CIE_DES,"Woori Financial Group Inc. provides commercial banking services. The Company offers deposit services, loan services, bill services, settlement services, credit card, international, online banking, and other related services. Woori Financial Group also operates banking and retail banking businesses."
323410 KS,CIE_DES,"KakaoBank Corp. operates bank businesses. The Company provides deposit money, withdraw money, credit cards, stock accounts, linked loans, and other services. KakaoBank conducts businesses in South Korea."
326030 KS,CIE_DES,"SK Biopharmaceuticals Co., Ltd. researches and develops new drugs. The Company develops and markets brain disorders treatment drugs, central nervous system disorders treatment drugs, and other products. SK Biopharmaceuticals markets its products worldwide."
020000 KS,CIE_DES,"Handsome Co., Ltd. manufactures and retails women's and men's apparel, furs, and accessories.  The Company provides its products to domestic department stores."
020150 KS,CIE_DES,"Lotte Energy Materials Corporation manufactures and distributes electric foils. The Company produces printed circuit board and lithium ion secondary batteries elecfoil, electrolytic and epoxy copper foil, electrolytic capacitor aluminum foil, and other related products. Lotte Energy Materials also offers energy and glass and window construction services."
020560 KS,CIE_DES,"Asiana Airlines, a subsidiary of Kumho Group, provides air cargo and passenger transportation services throughout South Korea and overseas.  The Company also offers airline catering and on-flight duty free shopping services. Asiana Air operates a web-based electronic reservation and ticketing system and frequent flyer programs."
021240 KS,CIE_DES,"Coway Co., Ltd. manufactures and distributes household appliances. The Company produces water purifiers, air purifiers, and other related products. Coway also produces bidets, water softeners, mattresses, clean washers, and other living care products."
023530 KS,CIE_DES,"Lotte Shopping Co., Ltd. operates department stores and discount stores in South Korea. The Company retails clothing, household goods, foods, and other items through several branches. Lotte Shopping also operates supermarkets and movie theaters."
024110 KS,CIE_DES,"Industrial Bank of Korea(IBK) is a policy bank providing development finance and related banking services to support small and medium-sized enterprises in Korea. The Bank provides loans, discount bills, trade finance, deposits, foreign exchange, and payment guarantees. The company also offers services such as credit cards, insurance and smart-phone banking."
026960 KS,CIE_DES,"Dongsuh Companies Inc. imports, manufactures, processes, markets and distributes general food products such as vegetable cooking oils. The Company also produces packaging materials and ceramic products including food and oil containers. Dongsuh has a cooperative relationship with Kraft Foods Inc."
028050 KS,CIE_DES,"Samsung Engineering Co., Ltd. provides engineering construction and project management services in the domestic and international markets. The Company constructs refinery plants, petrochemical plants, gas plants, hydrocarbon upstream, power plants, metallurgy plant, industrial plants, and water treatment facilities."
